"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"11","tv_A",5396.27152755119,96386.5872727911,6.73763515751002e-05,472.483270945054,5.54103754341691e-05,96386.5872727911,6.73763515751002e-05,472.483270945054,5.54103754341691e-05,TRUE,1,0.745176083028778,NA,NA,0.0909431418095953,NA,NA,0.0909431418095953,0.0137671419120554,0,24867.1362650206,0.001094199949,20825168.3276808,1e-04,"1_213_4",1,213,4,1912,3,120000,576.923076923077,795.275465256596,218.352388333519,817.263910910569,0.3,0.309734839403572,1.41659077891165,0.803221560606592,1.24498650066714,2,FALSE,0.710119429825715,0.116058909327666,0,1.67419200610377,0.546077366292718
"12","web_A",26174.3478417421,214804.066831196,0.000150152783038367,1213.58229848134,0.000142322606776342,214804.066831196,0.000150152783038367,1213.58229848134,0.000142322606776342,TRUE,1,0.745176083028778,NA,NA,0.0909431418095953,NA,NA,0.0909431418095953,0.0137671419120554,0,24867.1362650206,0.001094199949,20825168.3276808,1e-04,"1_213_4",1,213,4,1912,3,280000,1346.15384615385,2135.28629248991,789.13244633606,5.97981073099323,0.7,0.690265160596428,0.00444214511445212,0.767157381539987,1.3035134954872,2,FALSE,0.712128183033752,0.115351374341466,0,1.67065281459679,0.0668782549181829
"13","(Intercept)",8471451.66471357,1762061946.26043,1.23172018584231,8471451.66471357,0.999792033656469,1762061946.26043,1.23172018584231,8471451.66471357,0.999792033656469,TRUE,1,0.740154821100285,NA,NA,0.0918347804083385,NA,NA,0.0918347804083385,0.00080610350535953,0,33759.3616534265,0.001521236819,20825168.3276808,1e-04,"2_52_2",2,52,2,461,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA
"14","Total_Sales_B",-0.840830062184511,-331816767.439874,-0.231947243014934,0,0,-331816767.439874,-0.231947243014934,0,0,FALSE,1,0.740154821100285,NA,NA,0.0918347804083385,NA,NA,0.0918347804083385,0.00080610350535953,0,33759.3616534265,0.001521236819,20825168.3276808,1e-04,"2_52_2",2,52,2,461,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TRUE,NA,NA,NA,NA,NA
"15","tv_A",9840.64978639615,97631.5023152817,6.8246574662744e-05,478.585795663145,5.64822045692843e-05,97631.5023152817,6.8246574662744e-05,478.585795663145,5.64822045692843e-05,TRUE,1,0.740154821100285,NA,NA,0.0918347804083385,NA,NA,0.0918347804083385,0.00080610350535953,0,33759.3616534265,0.001521236819,20825168.3276808,1e-04,"2_52_2",2,52,2,461,1,120000,576.923076923077,1057.59935190095,480.676274977874,95.4301575485604,0.3,0.300570001254978,0.165412273084171,0.813595852627347,1.22911147687233,6,TRUE,0.945387108731295,0.111424981742281,0.253821667104385,1.63734555040341,0.347131200229532
"16","web_A",23453.2186448804,227189.677135889,0.000158810597968564,1283.55749794287,0.000151484138961525,227189.677135889,0.000158810597968564,1283.55749794287,0.000151484138961525,TRUE,1,0.740154821100285,NA,NA,0.0918347804083385,NA,NA,0.0918347804083385,0.00080610350535953,0,33759.3616534265,0.001521236819,20825168.3276808,1e-04,"2_52_2",2,52,2,461,1,280000,1346.15384615385,2006.98752458615,660.833678432303,9.65499620375141,0.7,0.699429998745022,0.00717228289421533,0.811391704056745,1.2324503627536,6,TRUE,0.943163576413455,0.112537568461534,0.24468715327,1.64202562531078,0.0618874832966469
"17","(Intercept)",8202496.84507756,1706119343.77613,1.19261507215734,8202496.84507756,0.999614870064186,1706119343.77613,1.19261507215734,8202496.84507756,0.999614870064186,TRUE,1,0.696171929731806,NA,NA,0.0993033289864537,NA,NA,0.0993033289864537,0.000643511177293038,0,87899.0019291987,0.004121218434,20825168.3276808,1e-04,"2_70_3",2,70,3,624,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"18","Total_Sales_B",-0.699723282087788,-276131798.810304,-0.193022221079922,0,0,-276131798.810304,-0.193022221079922,0,0,FALSE,1,0.696171929731806,NA,NA,0.0993033289864537,NA,NA,0.0993033289864537,0.000643511177293038,0,87899.0019291987,0.004121218434,20825168.3276808,1e-04,"2_70_3",2,70,3,624,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"19","tv_A",15599.812751788,174471.475086791,0.000121959411344283,855.252328856818,0.000104227159330802,174471.475086791,0.000121959411344283,855.252328856818,0.000104227159330802,TRUE,1,0.696171929731806,NA,NA,0.0993033289864537,NA,NA,0.0993033289864537,0.000643511177293038,0,87899.0019291987,0.004121218434,20825168.3276808,1e-04,"2_70_3",2,70,3,624,3,120000,576.923076923077,895.871298358303,318.948221435226,293.720745348567,0.3,0.299544968882767,0.509115958604183,1.45392895905659,0.687791514001392,6,FALSE,0.945387108731295,0.111424981742281,0.253821667104385,1.63734555040341,0.308431528561224
"20","web_A",28294.1247533444,407983.559085637,0.00028518951123373,2304.99185924089,0.000280902776482848,407983.559085637,0.00028518951123373,2304.99185924089,0.000280902776482848,TRUE,1,0.696171929731806,NA,NA,0.0993033289864537,NA,NA,0.0993033289864537,0.000643511177293038,0,87899.0019291987,0.004121218434,20825168.3276808,1e-04,"2_70_3",2,70,3,624,3,280000,1346.15384615385,2461.1018033451,1114.94795719126,12.9902688455726,0.7,0.700455031117233,0.00964991399956821,1.45708413959156,0.686302165282172,6,FALSE,0.943163576413455,0.112537568461534,0.24468715327,1.64202562531078,0.245211894390795
"21","(Intercept)",8467128.45502986,1761162718.64622,1.2310916058957,8467128.45502986,0.999778858814784,1761162718.64622,1.2310916058957,8467128.45502986,0.999778858814784,TRUE,1,0.739740345700715,NA,NA,0.0919079934096663,NA,NA,0.0919079934096663,0.00173350904628978,0,34343.6658954517,0.001549297225,20825168.3276808,1e-04,"2_97_5",2,97,5,869,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"22","Total_Sales_B",-0.838603190354352,-330937977.009538,-0.23133294911087,0,0,-330937977.009538,-0.23133294911087,0,0,FALSE,1,0.739740345700715,NA,NA,0.0919079934096663,NA,NA,0.0919079934096663,0.00173350904628978,0,34343.6658954517,0.001549297225,20825168.3276808,1e-04,"2_97_5",2,97,5,869,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"23","tv_A",12638.3930067597,104000.718414201,7.26987972725561e-05,509.807443206865,6.01968786102283e-05,104000.718414201,7.26987972725561e-05,509.807443206865,6.01968786102283e-05,TRUE,1,0.739740345700715,NA,NA,0.0919079934096663,NA,NA,0.0919079934096663,0.00173350904628978,0,34343.6658954517,0.001549297225,20825168.3276808,1e-04,"2_97_5",2,97,5,869,2,120000,576.923076923077,1108.62833025438,531.705253331303,64.9395024652187,0.3,0.30122577600188,0.112561804273046,0.866672653451671,1.15383818332946,6,FALSE,0.945387108731295,0.111424981742281,0.253821667104385,1.63734555040341,0.315659082274206
"24","web_A",26631.3551221577,241257.644912421,0.000168644417898055,1363.03754187809,0.00016094430660622,241257.644912421,0.000168644417898055,1363.03754187809,0.00016094430660622,TRUE,1,0.739740345700715,NA,NA,0.0919079934096663,NA,NA,0.0919079934096663,0.00173350904628978,0,34343.6658954517,0.001549297225,20825168.3276808,1e-04,"2_97_5",2,97,5,869,2,280000,1346.15384615385,2172.53549191497,826.381645761124,21.2624186474766,0.7,0.69877422399812,0.0157949395666969,0.86163444611579,1.16058498416348,6,FALSE,0.943163576413455,0.112537568461534,0.24468715327,1.64202562531078,0.116432092909999
"25","(Intercept)",8535622.19155209,1775409415.84284,1.24105036163406,8535622.19155209,0.999873291379613,1775409415.84284,1.24105036163406,8535622.19155209,0.999873291379613,TRUE,1,0.745775394329799,NA,NA,0.090836135887448,NA,NA,0.090836135887448,0.00263738831635308,0,23753.5493077699,0.00104072147,20825168.3276808,1e-04,"2_146_3",2,146,3,1308,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"26","Total_Sales_B",-0.874335047150793,-345038839.657118,-0.241189763281152,0,0,-345038839.657118,-0.241189763281152,0,0,FALSE,1,0.745775394329799,NA,NA,0.090836135887448,NA,NA,0.090836135887448,0.00263738831635308,0,23753.5493077699,0.00104072147,20825168.3276808,1e-04,"2_146_3",2,146,3,1308,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"27","tv_A",5121.76338210565,60199.052780319,4.20804663737664e-05,295.093395981956,3.45676036829383e-05,60199.052780319,4.20804663737664e-05,295.093395981956,3.45676036829383e-05,TRUE,1,0.745775394329799,NA,NA,0.090836135887448,NA,NA,0.090836135887448,0.00263738831635308,0,23753.5493077699,0.00104072147,20825168.3276808,1e-04,"2_146_3",2,146,3,1308,2,120000,576.923076923077,1076.39981913653,499.476742213457,51.1873696963754,0.3,0.301864915163115,0.088724774140384,0.501658773169325,1.993386846765,5,FALSE,0.470002098182411,0.0973826431603023,0,1.10565552643795,0.373823331420397
"28","web_A",14201.9998037149,139224.761503596,9.73211807206892e-05,786.580573466645,9.21410167035929e-05,139224.761503596,9.73211807206892e-05,786.580573466645,9.21410167035929e-05,TRUE,1,0.745775394329799,NA,NA,0.090836135887448,NA,NA,0.090836135887448,0.00263738831635308,0,23753.5493077699,0.00104072147,20825168.3276808,1e-04,"2_146_3",2,146,3,1308,2,280000,1346.15384615385,1708.69735289102,362.54350673717,2.01607630406602,0.7,0.698135084836885,0.00149765668302047,0.497231291084273,2.01113650313394,5,FALSE,0.476901735673482,0.101267559208864,0,1.13794439251529,0.00824891322140184
"29","(Intercept)",8567512.22641727,1782042543.0948,1.24568706396387,8567512.22641727,0.999957571666196,1782042543.0948,1.24568706396387,8567512.22641727,0.999957571666196,TRUE,1,0.74785899978556,NA,NA,0.0904631270101239,NA,NA,0.0904631270101239,0.00178668912723195,0,19297.3542378374,0.0008267188428,20825168.3276808,1e-04,"2_150_6",2,150,6,1347,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,NA
"30","Total_Sales_B",-0.890807993217553,-351539558.363443,-0.245733909115557,0,0,-351539558.363443,-0.245733909115557,0,0,FALSE,1,0.74785899978556,NA,NA,0.0904631270101239,NA,NA,0.0904631270101239,0.00178668912723195,0,19297.3542378374,0.0008267188428,20825168.3276808,1e-04,"2_150_6",2,150,6,1347,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TRUE,NA,NA,NA,NA,NA
"31","tv_A",1683.80063113301,20189.2463455058,1.41127287343547e-05,98.9668938505185,1.15509254302511e-05,20189.2463455058,1.41127287343547e-05,98.9668938505185,1.15509254302511e-05,TRUE,1,0.74785899978556,NA,NA,0.0904631270101239,NA,NA,0.0904631270101239,0.00178668912723195,0,19297.3542378374,0.0008267188428,20825168.3276808,1e-04,"2_150_6",2,150,6,1347,1,120000,576.923076923077,1054.18437352466,477.261296601584,21.8793490818369,0.3,0.301263379997738,0.037924205075184,0.168243719545882,5.94375827340938,5,TRUE,0.470002098182411,0.0973826431603023,0,1.10565552643795,0.385157678126741
"32","web_A",4005.36249329311,46826.022306321,3.2732422954711e-05,264.553798340796,3.08774083739542e-05,46826.022306321,3.2732422954711e-05,264.553798340796,3.08774083739542e-05,TRUE,1,0.74785899978556,NA,NA,0.0904631270101239,NA,NA,0.0904631270101239,0.00178668912723195,0,19297.3542378374,0.0008267188428,20825168.3276808,1e-04,"2_150_6",2,150,6,1347,1,280000,1346.15384615385,1482.83259173491,136.678745581065,0.450601265801948,0.7,0.698736620002262,0.000334732368881447,0.167235793951146,5.97958114332943,5,TRUE,0.476901735673482,0.101267559208864,0,1.13794439251529,0.000287956961605599
"33","(Intercept)",8467463.66199152,1761232441.69424,1.23114034384493,8467463.66199152,0.999759410814199,1761232441.69424,1.23114034384493,8467463.66199152,0.999759410814199,TRUE,1,0.739896466106897,NA,NA,0.091880423124587,NA,NA,0.091880423124587,0.00226517316558451,0,34182.1837395582,0.001541542267,20825168.3276808,1e-04,"2_164_1",2,164,1,1468,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"34","Total_Sales_B",-0.838856496511258,-331037939.218238,-0.23140282490073,0,0,-331037939.218238,-0.23140282490073,0,0,FALSE,1,0.739896466106897,NA,NA,0.091880423124587,NA,NA,0.091880423124587,0.00226517316558451,0,34182.1837395582,0.001541542267,20825168.3276808,1e-04,"2_164_1",2,164,1,1468,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"35","tv_A",10391.7623929828,112047.81556701,7.83238957667296e-05,549.253997877502,6.48508071868362e-05,112047.81556701,7.83238957667296e-05,549.253997877502,6.48508071868362e-05,TRUE,1,0.739896466106897,NA,NA,0.091880423124587,NA,NA,0.091880423124587,0.00226517316558451,0,34182.1837395582,0.001541542267,20825168.3276808,1e-04,"2_164_1",2,164,1,1468,2,120000,576.923076923077,1051.79575516087,474.872678237793,118.194770592562,0.3,0.298398280694053,0.204870935693774,0.933731796391753,1.07097134730158,5,FALSE,0.470002098182411,0.0973826431603023,0,1.10565552643795,0.362576761037717
"36","web_A",33664.5560770643,263449.708434787,0.000184157160037458,1488.41643183495,0.000175738378614724,263449.708434787,0.000184157160037458,1488.41643183495,0.000175738378614724,TRUE,1,0.739896466106897,NA,NA,0.091880423124587,NA,NA,0.091880423124587,0.00226517316558451,0,34182.1837395582,0.001541542267,20825168.3276808,1e-04,"2_164_1",2,164,1,1468,2,280000,1346.15384615385,1915.50304641451,569.349200260664,3.0450204337754,0.7,0.701601719305947,0.00226201517937601,0.940891815838525,1.06282144574591,5,FALSE,0.476901735673482,0.101267559208864,0,1.13794439251529,0.0215304915729692
"37","(Intercept)",8574007.43623751,1783393546.73741,1.24663144532418,8574007.43623751,0.999944997021228,1783393546.73741,1.24663144532418,8574007.43623751,0.999944997021228,TRUE,1,0.748274416815224,NA,NA,0.0903885746465081,NA,NA,0.0903885746465081,0.0195290915518433,0,18229.4889111641,0.0007754360821,20825168.3276808,1e-04,"2_164_2",2,164,2,1469,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"38","Total_Sales_B",-0.894281504847259,-352910310.257874,-0.246692094939691,0,0,-352910310.257874,-0.246692094939691,0,0,FALSE,1,0.748274416815224,NA,NA,0.0903885746465081,NA,NA,0.0903885746465081,0.0195290915518433,0,18229.4889111641,0.0007754360821,20825168.3276808,1e-04,"2_164_2",2,164,2,1469,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"39","tv_A",2094.28672202596,24830.9254065478,1.73573648311846e-05,121.720222581117,1.41956405463195e-05,24830.9254065478,1.73573648311846e-05,121.720222581117,1.41956405463195e-05,TRUE,1,0.748274416815224,NA,NA,0.0903885746465081,NA,NA,0.0903885746465081,0.0195290915518433,0,18229.4889111641,0.0007754360821,20825168.3276808,1e-04,"2_164_2",2,164,2,1469,3,120000,576.923076923077,1087.80571238915,510.882635466069,20.1334563886,0.3,0.286190846933279,0.0348979910735734,0.206924378387898,4.83268335896803,5,FALSE,0.470002098182411,0.0973826431603023,0,1.10565552643795,0.377883194558077
"40","web_A",7642.13959546267,61932.59506459,4.32922506865026e-05,349.901667031582,4.08073382253975e-05,61932.59506459,4.32922506865026e-05,349.901667031582,4.08073382253975e-05,TRUE,1,0.748274416815224,NA,NA,0.0903885746465081,NA,NA,0.0903885746465081,0.0195290915518433,0,18229.4889111641,0.0007754360821,20825168.3276808,1e-04,"2_164_2",2,164,2,1469,3,280000,1346.15384615385,1538.10764784138,191.953801687537,6.8334199583935,0.7,0.713809153066721,0.00507625482623517,0.221187839516393,4.52104420471943,5,FALSE,0.476901735673482,0.101267559208864,0,1.13794439251529,0.00617839326872552
"41","(Intercept)",8588193.03501095,1786344151.28228,1.24869398301536,8588193.03501095,0.999885920932237,1786344151.28228,1.24869398301536,8588193.03501095,0.999885920932237,TRUE,1,0.749176520363986,NA,NA,0.0902264674874514,NA,NA,0.0902264674874514,0.0104397016827515,0,15696.3642621007,0.0006537862617,20825168.3276808,1e-04,"2_165_6",2,165,6,1482,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA,NA,NA,NA,NA
"42","Total_Sales_B",-0.901996652001824,-355954938.77948,-0.248820357465541,0,0,-355954938.77948,-0.248820357465541,0,0,FALSE,1,0.749176520363986,NA,NA,0.0902264674874514,NA,NA,0.0902264674874514,0.0104397016827515,0,15696.3642621007,0.0006537862617,20825168.3276808,1e-04,"2_165_6",2,165,6,1482,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,NA,NA,NA,NA,NA
"43","tv_A",3530.31926032649,55570.8195462046,3.88452292066831e-05,272.40597816767,3.17150419462225e-05,55570.8195462046,3.88452292066831e-05,272.40597816767,3.17150419462225e-05,TRUE,1,0.749176520363986,NA,NA,0.0902264674874514,NA,NA,0.0902264674874514,0.0104397016827515,0,15696.3642621007,0.0006537862617,20825168.3276808,1e-04,"2_165_6",2,165,6,1482,2,120000,576.923076923077,988.177263797056,411.254186873979,119.095915308668,0.3,0.307381983853438,0.206432919868358,0.463090162885039,2.15940669905408,2,TRUE,0.710119429825715,0.116058909327666,0,1.67419200610377,0.481319517024378
"44","web_A",11322.6592262601,125216.677656953,8.75292209797167e-05,707.438856818946,8.23640258166087e-05,125216.677656953,8.75292209797167e-05,707.438856818946,8.23640258166087e-05,TRUE,1,0.749176520363986,NA,NA,0.0902264674874514,NA,NA,0.0902264674874514,0.0104397016827515,0,15696.3642621007,0.0006537862617,20825168.3276808,1e-04,"2_165_6",2,165,6,1482,2,280000,1346.15384615385,2040.20613581831,694.052289664467,1.11892087532034,0.7,0.692618016146562,0.000831198364523681,0.447202420203405,2.23612385537887,2,TRUE,0.712128183033752,0.115351374341466,0,1.67065281459679,0.04280115144488
"45","(Intercept)",8685546.75529442,1806593725.10123,1.26284888198497,8685546.75529442,0.999949500747049,1806593725.10123,1.26284888198497,8685546.75529442,0.999949500747049,TRUE,1,0.752126211001561,NA,NA,0.0896943656771459,NA,NA,0.0896943656771459,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_178_7",2,178,7,1600,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"46","Total_Sales_B",-0.953048079550793,-376101363.63313,-0.262903153032099,0,0,-376101363.63313,-0.262903153032099,0,0,FALSE,1,0.752126211001561,NA,NA,0.0896943656771459,NA,NA,0.0896943656771459,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_178_7",2,178,7,1600,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"47","tv_A",0,0,0,0,0,0,0,0,0,TRUE,1,0.752126211001561,NA,NA,0.0896943656771459,NA,NA,0.0896943656771459,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_178_7",2,178,7,1600,1,120000,576.923076923077,827.365781939967,250.442705016891,0,0.3,0,0,0,Inf,1,FALSE,0.846622694016329,0.203970242526797,0,2.33911221077492,0
"48","web_A",8414.08124496341,77638.531890314,5.42710471282873e-05,438.635773391604,5.04992529509286e-05,77638.531890314,5.42710471282873e-05,438.635773391604,5.04992529509286e-05,TRUE,1,0.752126211001561,NA,NA,0.0896943656771459,NA,NA,0.0896943656771459,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_178_7",2,178,7,1600,1,280000,1346.15384615385,2391.93634922896,1045.78250307512,0.109321917455146,0.7,1,8.12105672523941e-05,0.277280471036836,3.60645665473914,1,FALSE,0.426759456137322,0.0562608464065902,0.0092013123171043,0.840725432245035,0.0531583394270269
"49","(Intercept)",8627419.08444631,1794503169.56484,1.25439731684912,8627419.08444631,0.999914082619416,1794503169.56484,1.25439731684912,8627419.08444631,0.999914082619416,TRUE,1,0.750863579751935,NA,NA,0.089922520204736,NA,NA,0.089922520204736,0.0446211112843549,0,10135.2154821301,0.0003867197553,20825168.3276808,1e-04,"2_180_7",2,180,7,1618,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"50","Total_Sales_B",-0.922561395030283,-364070403.320801,-0.254493246273024,0,0,-364070403.320801,-0.254493246273024,0,0,FALSE,1,0.750863579751935,NA,NA,0.089922520204736,NA,NA,0.089922520204736,0.0446211112843549,0,10135.2154821301,0.0003867197553,20825168.3276808,1e-04,"2_180_7",2,180,7,1618,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"51","tv_A",3467.61306999826,45500.1112142165,3.18055818409561e-05,223.039760854002,2.58502103211898e-05,45500.1112142165,3.18055818409561e-05,223.039760854002,2.58502103211898e-05,TRUE,1,0.750863579751935,NA,NA,0.089922520204736,NA,NA,0.089922520204736,0.0446211112843549,0,10135.2154821301,0.0003867197553,20825168.3276808,1e-04,"2_180_7",2,180,7,1618,3,120000,576.923076923077,1119.83687633532,542.913799412239,62.3200090839091,0.3,0.331551890373247,0.108021349078776,0.379167593451804,2.63735619095599,5,FALSE,0.470002098182411,0.0973826431603023,0,1.10565552643795,0.45585121036234
"52","web_A",11335.6843933839,91733.6447537994,6.41238420726e-05,518.269179399997,6.00671702623015e-05,91733.6447537994,6.41238420726e-05,518.269179399997,6.00671702623015e-05,TRUE,1,0.750863579751935,NA,NA,0.089922520204736,NA,NA,0.089922520204736,0.0446211112843549,0,10135.2154821301,0.0003867197553,20825168.3276808,1e-04,"2_180_7",2,180,7,1618,3,280000,1346.15384615385,1801.48280103029,455.32895487644,1.01092450820541,0.7,0.668448109626753,0.000750972491809736,0.327620159834998,3.05231521925769,5,FALSE,0.476901735673482,0.101267559208864,0,1.13794439251529,0.0119250187160166
"53","(Intercept)",8586358.67622153,1785962604.65408,1.24842727350223,8586358.67622153,0.999897673952529,1785962604.65408,1.24842727350223,8586358.67622153,0.999897673952529,TRUE,1,0.749058755944249,NA,NA,0.0902476461679777,NA,NA,0.0902476461679777,0.0295645218167522,0,16042.6484476381,0.0006704160825,20825168.3276808,1e-04,"2_187_9",2,187,9,1683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"54","Total_Sales_B",-0.900980918015508,-355554099.67646,-0.248540162086762,0,0,-355554099.67646,-0.248540162086762,0,0,FALSE,1,0.749058755944249,NA,NA,0.0902476461679777,NA,NA,0.0902476461679777,0.0295645218167522,0,16042.6484476381,0.0006704160825,20825168.3276808,1e-04,"2_187_9",2,187,9,1683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"55","tv_A",3590.02936964037,45072.4090450028,3.150660858609e-05,220.943181593151,2.57292505101686e-05,45072.4090450028,3.150660858609e-05,220.943181593151,2.57292505101686e-05,TRUE,1,0.749058755944249,NA,NA,0.0902476461679777,NA,NA,0.0902476461679777,0.0295645218167522,0,16042.6484476381,0.0006704160825,20825168.3276808,1e-04,"2_187_9",2,187,9,1683,3,120000,576.923076923077,1108.63806174095,531.714984817874,37.323065892391,0.3,0.279094726140837,0.0646933142134778,0.375603408708357,2.66238265365815,5,FALSE,0.470002098182411,0.0973826431603023,0,1.10565552643795,0.402288381518263
"56","web_A",10500.4701767351,116422.613337679,8.13819759520181e-05,657.754877614003,7.65967969610363e-05,116422.613337679,8.13819759520181e-05,657.754877614003,7.65967969610363e-05,TRUE,1,0.749058755944249,NA,NA,0.0902476461679777,NA,NA,0.0902476461679777,0.0295645218167522,0,16042.6484476381,0.0006704160825,20825168.3276808,1e-04,"2_187_9",2,187,9,1683,3,280000,1346.15384615385,1926.18150741344,580.02766125959,0.93465856413907,0.7,0.720905273859163,0.000694317790503309,0.415795047634566,2.40503105000635,5,FALSE,0.476901735673482,0.101267559208864,0,1.13794439251529,0.0254249632523487
"57","(Intercept)",8685747.10309822,1806635397.44443,1.26287801187249,8685747.10309822,0.999952804856106,1806635397.44443,1.26287801187249,8685747.10309822,0.999952804856106,TRUE,1,0.752123211371354,NA,NA,0.0896949083910725,NA,NA,0.0896949083910725,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_188_7",2,188,7,1690,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"58","Total_Sales_B",-0.953140809388155,-376137957.608847,-0.262928733028686,0,0,-376137957.608847,-0.262928733028686,0,0,FALSE,1,0.752123211371354,NA,NA,0.0896949083910725,NA,NA,0.0896949083910725,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_188_7",2,188,7,1690,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"59","tv_A",0,0,0,0,0,0,0,0,0,TRUE,1,0.752123211371354,NA,NA,0.0896949083910725,NA,NA,0.0896949083910725,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_188_7",2,188,7,1690,3,120000,576.923076923077,766.967130120327,190.04405319725,0,0.3,0,0,0,Inf,1,FALSE,0.846622694016329,0.203970242526797,0,2.33911221077492,0
"60","web_A",7873.46585447581,72560.1644179627,5.0721156195057e-05,409.944431739902,4.71951438935215e-05,72560.1644179627,5.0721156195057e-05,409.944431739902,4.71951438935215e-05,TRUE,1,0.752123211371354,NA,NA,0.0896949083910725,NA,NA,0.0896949083910725,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_188_7",2,188,7,1690,3,280000,1346.15384615385,2391.93634922896,1045.78250307512,0.140931477632191,0.7,1,0.000104691954812485,0.259143444349867,3.85886666941846,1,FALSE,0.426759456137322,0.0562608464065902,0.0092013123171043,0.840725432245035,0.058174251740634
"61","(Intercept)",8685546.75529442,1806593725.10123,1.26284888198497,8685546.75529442,0.999949500747049,1806593725.10123,1.26284888198497,8685546.75529442,0.999949500747049,TRUE,1,0.752126211001561,NA,NA,0.0896943656771459,NA,NA,0.0896943656771459,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_195_4",2,195,4,1750,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"62","Total_Sales_B",-0.953048079550793,-376101363.63313,-0.262903153032099,0,0,-376101363.63313,-0.262903153032099,0,0,FALSE,1,0.752126211001561,NA,NA,0.0896943656771459,NA,NA,0.0896943656771459,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_195_4",2,195,4,1750,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
