"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"63","tv_A",0,0,0,0,0,0,0,0,0,TRUE,1,0.752126211001561,NA,NA,0.0896943656771459,NA,NA,0.0896943656771459,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_195_4",2,195,4,1750,1,120000,576.923076923077,720.850134016185,143.927057093108,0,0.3,0,0,0,Inf,1,FALSE,0.846622694016329,0.203970242526797,0,2.33911221077492,0
"64","web_A",8414.08124496341,77638.531890314,5.42710471282873e-05,438.635773391604,5.04992529509286e-05,77638.531890314,5.42710471282873e-05,438.635773391604,5.04992529509286e-05,TRUE,1,0.752126211001561,NA,NA,0.0896943656771459,NA,NA,0.0896943656771459,0.636396103067893,0,2230.16173350346,7.09044289e-06,20825168.3276808,1e-04,"2_195_4",2,195,4,1750,1,280000,1346.15384615385,2391.93634922896,1045.78250307512,0.109321917455146,0.7,1,8.12105672523941e-05,0.277280471036836,3.60645665473914,1,FALSE,0.426759456137322,0.0562608464065902,0.0092013123171043,0.840725432245035,0.0531583394270269
"65","(Intercept)",8564401.53971978,1781395520.26172,1.24523478072497,8564401.53971978,0.999798802741682,1781395520.26172,1.24523478072497,8564401.53971978,0.999798802741682,TRUE,1,0.74807155616064,NA,NA,0.090424988491425,NA,NA,0.090424988491425,0.0169814092078175,0,18575.1718634157,0.0007920370295,20825168.3276808,1e-04,"2_201_8",2,201,8,1808,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"66","Total_Sales_B",-0.889802257454716,-351142664.859354,-0.245456471797503,0,0,-351142664.859354,-0.245456471797503,0,0,FALSE,1,0.74807155616064,NA,NA,0.090424988491425,NA,NA,0.090424988491425,0.0169814092078175,0,18575.1718634157,0.0007920370295,20825168.3276808,1e-04,"2_201_8",2,201,8,1808,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,FALSE,NA,NA,NA,NA,NA
"67","tv_A",6803.25638400058,91335.2117470171,6.3845328608189e-05,447.721626210868,5.22665295141955e-05,91335.2117470171,6.3845328608189e-05,447.721626210868,5.22665295141955e-05,TRUE,1,0.74807155616064,NA,NA,0.090424988491425,NA,NA,0.090424988491425,0.0169814092078175,0,18575.1718634157,0.0007920370295,20825168.3276808,1e-04,"2_201_8",2,201,8,1808,3,120000,576.923076923077,1079.13121201477,502.208135091695,117.261195967219,0.3,0.287992330395049,0.203252739676514,0.761126764558475,1.31384159191944,5,FALSE,0.470002098182411,0.0973826431603023,0,1.10565552643795,0.437276006802108
"68","web_A",30882.4400794605,225809.385894627,0.00015784574393048,1275.75924234252,0.000148930728804015,225809.385894627,0.00015784574393048,1275.75924234252,0.000148930728804015,TRUE,1,0.74807155616064,NA,NA,0.090424988491425,NA,NA,0.090424988491425,0.0169814092078175,0,18575.1718634157,0.0007920370295,20825168.3276808,1e-04,"2_201_8",2,201,8,1808,3,280000,1346.15384615385,2017.65663875225,671.502792598405,0.147860794169433,0.7,0.712007669604951,0.000109839447097293,0.80646209248081,1.23998388681089,5,FALSE,0.476901735673482,0.101267559208864,0,1.13794439251529,0.00918685425794932
"69","(Intercept)",8160817.50467628,1697450040.97267,1.18655503818245,8160817.50467628,0.999662863388978,1697450040.97267,1.18655503818245,8160817.50467628,0.999662863388978,TRUE,1,0.685899201828318,NA,NA,0.100968145632762,NA,NA,0.100968145632762,0.000442633068000924,0,99177.110877416,0.004662834074,20825168.3276808,1e-04,"2_202_6",2,202,6,1815,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"70","Total_Sales_B",-0.677564684293133,-267387351.362599,-0.186909659340402,0,0,-267387351.362599,-0.186909659340402,0,0,FALSE,1,0.685899201828318,NA,NA,0.100968145632762,NA,NA,0.100968145632762,0.000442633068000924,0,99177.110877416,0.004662834074,20825168.3276808,1e-04,"2_202_6",2,202,6,1815,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"71","tv_A",11607.0461985408,152351.899472354,0.000106497339852195,746.823036629188,9.14824102871787e-05,152351.899472354,0.000106497339852195,746.823036629188,9.14824102871787e-05,TRUE,1,0.685899201828318,NA,NA,0.100968145632762,NA,NA,0.100968145632762,0.000442633068000924,0,99177.110877416,0.004662834074,20825168.3276808,1e-04,"2_202_6",2,202,6,1815,3,120000,576.923076923077,847.9798555606,271.056778637523,281.073597531184,0.3,0.300312988843961,0.487194235720719,1.26959916226962,0.787650173155702,2,FALSE,0.710119429825715,0.116058909327666,0,1.67419200610377,0.306830980391458
"72","web_A",29700.9594933295,354958.490460579,0.000248123818100882,2005.41520034225,0.000245654200735302,354958.490460579,0.000248123818100882,2005.41520034225,0.000245654200735302,TRUE,1,0.685899201828318,NA,NA,0.100968145632762,NA,NA,0.100968145632762,0.000442633068000924,0,99177.110877416,0.004662834074,20825168.3276808,1e-04,"2_202_6",2,202,6,1815,3,280000,1346.15384615385,1917.25368032436,571.099834170515,169.184640613848,0.7,0.699687011156039,0.125680018741716,1.26770889450207,0.788824630273484,2,FALSE,0.712128183033752,0.115351374341466,0,1.67065281459679,0.155258339806347
"73","(Intercept)",8384457.36915867,1743967132.78501,1.21907151190435,8384457.36915867,0.999795058254237,1743967132.78501,1.21907151190435,8384457.36915867,0.999795058254237,TRUE,1,0.729157096852154,NA,NA,0.0937580551994018,NA,NA,0.0937580551994018,1.96048498810471e-05,0,49719.8066906801,0.002287715197,20825168.3276808,1e-04,"2_211_9",2,211,9,1899,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"74","Total_Sales_B",-0.794957092748395,-313713917.511299,-0.219292951418874,0,0,-313713917.511299,-0.219292951418874,0,0,FALSE,1,0.729157096852154,NA,NA,0.0937580551994018,NA,NA,0.0937580551994018,1.96048498810471e-05,0,49719.8066906801,0.002287715197,20825168.3276808,1e-04,"2_211_9",2,211,9,1899,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"75","tv_A",10410.555007298,95039.8093874347,6.6434924112371e-05,465.881418565856,5.55534985159517e-05,95039.8093874347,6.6434924112371e-05,465.881418565856,5.55534985159517e-05,TRUE,1,0.729157096852154,NA,NA,0.0937580551994018,NA,NA,0.0937580551994018,1.96048498810471e-05,0,49719.8066906801,0.002287715197,20825168.3276808,1e-04,"2_211_9",2,211,9,1899,1,120000,576.923076923077,988.23242678056,411.309349857483,88.0505016097382,0.3,0.300013862722295,0.15262086945688,0.791998411561956,1.26262879495911,6,FALSE,0.945387108731295,0.111424981742281,0.253821667104385,1.63734555040341,0.292239837322936
"76","web_A",16941.276673129,221744.916908388,0.000155004590413882,1252.79614072535,0.000149388247247165,221744.916908388,0.000155004590413882,1252.79614072535,0.000149388247247165,TRUE,1,0.729157096852154,NA,NA,0.0937580551994018,NA,NA,0.0937580551994018,1.96048498810471e-05,0,49719.8066906801,0.002287715197,20825168.3276808,1e-04,"2_211_9",2,211,9,1899,1,280000,1346.15384615385,1783.0705153242,436.916669170359,1.45486033019249,0.7,0.699986137277705,0.00108075338814299,0.79194613181567,1.26271214647811,6,FALSE,0.943163576413455,0.112537568461534,0.24468715327,1.64202562531078,0.0128101859133331
"77","(Intercept)",8384409.47527284,1743957170.85676,1.21906454829666,8384409.47527284,0.999793850978854,1743957170.85676,1.21906454829666,8384409.47527284,0.999793850978854,TRUE,1,0.729156494664499,NA,NA,0.0937581594294027,NA,NA,0.0937581594294027,0.00260772186996039,0,49719.8066906801,0.002287715197,20825168.3276808,1e-04,"2_218_6",2,218,6,1959,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"78","Total_Sales_B",-0.79493677790275,-313705900.663762,-0.219287347465529,0,0,-313705900.663762,-0.219287347465529,0,0,FALSE,1,0.729156494664499,NA,NA,0.0937581594294027,NA,NA,0.0937581594294027,0.00260772186996039,0,49719.8066906801,0.002287715197,20825168.3276808,1e-04,"2_218_6",2,218,6,1959,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"79","tv_A",10991.9225441503,96206.6600486299,6.72505784747547e-05,471.601274748186,5.62358095698423e-05,96206.6600486299,6.72505784747547e-05,471.601274748186,5.62358095698423e-05,TRUE,1,0.729156494664499,NA,NA,0.0937581594294027,NA,NA,0.0937581594294027,0.00260772186996039,0,49719.8066906801,0.002287715197,20825168.3276808,1e-04,"2_218_6",2,218,6,1959,3,120000,576.923076923077,993.981153040897,417.05807611782,85.940155462792,0.3,0.301843937817697,0.148962936135506,0.801722167071916,1.24731489420112,6,FALSE,0.945387108731295,0.111424981742281,0.253821667104385,1.63734555040341,0.288240917279511
"80","web_A",16541.2868886428,222523.146964208,0.00015554859039698,1257.19292070174,0.000149913211576638,222523.146964208,0.00015554859039698,1257.19292070174,0.000149913211576638,TRUE,1,0.729156494664499,NA,NA,0.0937581594294027,NA,NA,0.0937581594294027,0.00260772186996039,0,49719.8066906801,0.002287715197,20825168.3276808,1e-04,"2_218_6",2,218,6,1959,3,280000,1346.15384615385,1783.0705153242,436.916669170359,0.426436427983791,0.7,0.698156062182303,0.000316781346502245,0.794725524872173,1.25829606411704,6,FALSE,0.943163576413455,0.112537568461534,0.24468715327,1.64202562531078,0.00706012788703502
"81","(Intercept)",7487033.56826244,1557302982.19858,1.08858915131632,7487033.56826244,0.999558719814157,1557302982.19858,1.08858915131632,7487033.56826244,0.999558719814157,TRUE,1,0.418139110427939,NA,NA,0.13742300579051,NA,NA,0.13742300579051,6.5321933242616e-05,0,470754.892517436,0.02250734497,20825168.3276808,1e-04,"3_63_8",3,63,8,566,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"82","Total_Sales_B",-0.322687634352635,-127342221.14458,-0.089015022784331,0,0,-127342221.14458,-0.089015022784331,0,0,FALSE,1,0.418139110427939,NA,NA,0.13742300579051,NA,NA,0.13742300579051,6.5321933242616e-05,0,470754.892517436,0.02250734497,20825168.3276808,1e-04,"3_63_8",3,63,8,566,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"83","tv_A",13996.8140094036,182799.824290188,0.000127781111228523,896.077570049944,0.000119631111655503,182799.824290188,0.000127781111228523,896.077570049944,0.000119631111655503,TRUE,1,0.418139110427939,NA,NA,0.13742300579051,NA,NA,0.13742300579051,6.5321933242616e-05,0,470754.892517436,0.02250734497,20825168.3276808,1e-04,"3_63_8",3,63,8,566,2,120000,576.923076923077,853.081641921343,276.158564998266,31.8759184240062,0.3,0.300046189581956,0.0552515919349441,1.5233318690849,0.65645577322604,2,FALSE,0.710119429825715,0.116058909327666,0,1.67419200610377,0.141486687380662
"84","web_A",37174.7085946329,426439.121703017,0.000298090356782973,2409.26057459332,0.000321649074187082,426439.121703017,0.000298090356782973,2409.26057459332,0.000321649074187082,TRUE,1,0.418139110427939,NA,NA,0.13742300579051,NA,NA,0.13742300579051,6.5321933242616e-05,0,470754.892517436,0.02250734497,20825168.3276808,1e-04,"3_63_8",3,63,8,566,2,280000,1346.15384615385,1889.23821200952,543.084365855668,9.05437415819671,0.7,0.699953810418044,0.00672610651751755,1.52299686322506,0.656600170457623,2,FALSE,0.712128183033752,0.115351374341466,0,1.67065281459679,0.0347146259972333
"85","(Intercept)",8652814.27958637,1799785370.15396,1.25808969162918,8652814.27958637,0.999870238466648,1799785370.15396,1.25808969162918,8652814.27958637,0.999870238466648,TRUE,1,0.751671451640486,NA,NA,0.0897766064442753,NA,NA,0.0897766064442753,0.170820563255531,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_154_7",3,154,7,1384,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"86","Total_Sales_B",-0.936132210903959,-369425854.389029,-0.258236824754489,0,0,-369425854.389029,-0.258236824754489,0,0,FALSE,1,0.751671451640486,NA,NA,0.0897766064442753,NA,NA,0.0897766064442753,0.170820563255531,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_154_7",3,154,7,1384,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"87","tv_A",7778.92287169253,88569.320003074,6.19119092411234e-05,434.163333348402,5.01694571987615e-05,88569.320003074,6.19119092411234e-05,434.163333348402,5.01694571987615e-05,TRUE,1,0.751671451640486,NA,NA,0.0897766064442753,NA,NA,0.0897766064442753,0.170820563255531,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_154_7",3,154,7,1384,2,120000,576.923076923077,762.975220394197,186.05214347112,1839.76586955792,0.3,0.420788378644092,3.18892750723373,0.738077666692283,1.35487096430045,1,FALSE,0.846622694016329,0.203970242526797,0,2.33911221077492,0.645118918391796
"88","web_A",14253.9993386404,121914.915061762,8.52212160619623e-05,688.78483085741,7.95920761533471e-05,121914.915061762,8.52212160619623e-05,688.78483085741,7.95920761533471e-05,TRUE,1,0.751671451640486,NA,NA,0.0897766064442753,NA,NA,0.0897766064442753,0.170820563255531,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_154_7",3,154,7,1384,2,280000,1346.15384615385,2046.86309030884,700.709244154996,0.111882914703975,0.7,0.579211621355908,8.31130223515246e-05,0.435410410934863,2.29668371468867,1,FALSE,0.426759456137322,0.0562608464065902,0.0092013123171043,0.840725432245035,0.0135154681100885
"89","(Intercept)",8652814.27958637,1799785370.15396,1.25808969162918,8652814.27958637,0.999870238466648,1799785370.15396,1.25808969162918,8652814.27958637,0.999870238466648,TRUE,1,0.751671451640486,NA,NA,0.0897766064442753,NA,NA,0.0897766064442753,0.170820563255531,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_161_4",3,161,4,1444,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Total_Sales_B",-0.936132210903959,-369425854.389029,-0.258236824754489,0,0,-369425854.389029,-0.258236824754489,0,0,FALSE,1,0.751671451640486,NA,NA,0.0897766064442753,NA,NA,0.0897766064442753,0.170820563255531,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_161_4",3,161,4,1444,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","tv_A",7778.92287169253,88569.320003074,6.19119092411234e-05,434.163333348402,5.01694571987615e-05,88569.320003074,6.19119092411234e-05,434.163333348402,5.01694571987615e-05,TRUE,1,0.751671451640486,NA,NA,0.0897766064442753,NA,NA,0.0897766064442753,0.170820563255531,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_161_4",3,161,4,1444,2,120000,576.923076923077,762.975220394197,186.05214347112,1839.76586955792,0.3,0.420788378644092,3.18892750723373,0.738077666692283,1.35487096430045,NA,NA,NA,NA,NA,NA,0.645118918391796
"92","web_A",14253.9993386404,121914.915061762,8.52212160619623e-05,688.78483085741,7.95920761533471e-05,121914.915061762,8.52212160619623e-05,688.78483085741,7.95920761533471e-05,TRUE,1,0.751671451640486,NA,NA,0.0897766064442753,NA,NA,0.0897766064442753,0.170820563255531,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_161_4",3,161,4,1444,2,280000,1346.15384615385,2046.86309030884,700.709244154996,0.111882914703975,0.7,0.579211621355908,8.31130223515246e-05,0.435410410934863,2.29668371468867,NA,NA,NA,NA,NA,NA,0.0135154681100885
"93","(Intercept)",8649664.800871,1799130278.58116,1.25763176816315,8649664.800871,0.999800123187807,1799130278.58116,1.25763176816315,8649664.800871,0.999800123187807,TRUE,1,0.751688292326402,NA,NA,0.0897735622407889,NA,NA,0.0897735622407889,0.423966410695313,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_168_1",3,168,1,1504,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"94","Total_Sales_B",-0.934781292597135,-368892741.497607,-0.257864167078582,0,0,-368892741.497607,-0.257864167078582,0,0,FALSE,1,0.751688292326402,NA,NA,0.0897735622407889,NA,NA,0.0897735622407889,0.423966410695313,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_168_1",3,168,1,1504,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"95","tv_A",16215.1751632704,199407.774398923,0.000139390434860876,977.489090190798,0.000112986310485591,199407.774398923,0.000139390434860876,977.489090190798,0.000112986310485591,TRUE,1,0.751688292326402,NA,NA,0.0897735622407889,NA,NA,0.0897735622407889,0.423966410695313,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_168_1",3,168,1,1504,2,120000,576.923076923077,876.685029437729,299.761952514652,3723.96315171622,0.3,0.599789523997977,6.45486946297479,1.66173145332436,0.601781953395335,1,FALSE,0.846622694016329,0.203970242526797,0,2.33911221077492,0.712891121021663
"96","web_A",15556.4879465719,133055.142041738,9.3008480564906e-05,751.723966337501,8.68905017072777e-05,133055.142041738,9.3008480564906e-05,751.723966337501,8.68905017072777e-05,TRUE,1,0.751688292326402,NA,NA,0.0897735622407889,NA,NA,0.0897735622407889,0.423966410695313,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_168_1",3,168,1,1504,2,280000,1346.15384615385,2046.86309030884,700.709244154996,0.122106446946541,0.7,0.400210476002023,9.0707646303145e-05,0.475196935863349,2.10439067369653,1,FALSE,0.426759456137322,0.0562608464065902,0.0092013123171043,0.840725432245035,0.0135154681100885
"97","(Intercept)",8515281.28716861,1771178507.73106,1.23809286349571,8515281.28716861,0.999765512834468,1771178507.73106,1.23809286349571,8515281.28716861,0.999765512834468,TRUE,1,0.744495064655775,NA,NA,0.0910645837580181,NA,NA,0.0910645837580181,0.0116738613633288,0,26159.9846702303,0.001156287212,20825168.3276808,1e-04,"3_171_2",3,171,2,1532,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"98","Total_Sales_B",-0.864042385531224,-340977046.602187,-0.238350480299592,0,0,-340977046.602187,-0.238350480299592,0,0,FALSE,1,0.744495064655775,NA,NA,0.0910645837580181,NA,NA,0.0910645837580181,0.0116738613633288,0,26159.9846702303,0.001156287212,20825168.3276808,1e-04,"3_171_2",3,171,2,1532,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"99","tv_A",10774.7344224945,113603.826820079,7.94115819708778e-05,556.881504019994,6.53825638494795e-05,113603.826820079,7.94115819708778e-05,556.881504019994,6.53825638494795e-05,TRUE,1,0.744495064655775,NA,NA,0.0910645837580181,NA,NA,0.0910645837580181,0.0116738613633288,0,26159.9846702303,0.001156287212,20825168.3276808,1e-04,"3_171_2",3,171,2,1532,3,120000,576.923076923077,649.171875723227,72.24879880015,2918.36400348498,0.3,0.308254666532641,5.05849760604063,0.94669855683399,1.05630244472355,1,FALSE,0.846622694016329,0.203970242526797,0,2.33911221077492,0.551259119868101
"100","web_A",26596.8472400523,254935.044295597,0.000178205221901478,1440.31098472089,0.000169104601682441,254935.044295597,0.000178205221901478,1440.31098472089,0.000169104601682441,TRUE,1,0.744495064655775,NA,NA,0.0910645837580181,NA,NA,0.0910645837580181,0.0116738613633288,0,26159.9846702303,0.001156287212,20825168.3276808,1e-04,"3_171_2",3,171,2,1532,3,280000,1346.15384615385,2256.99771989851,910.843873744664,0.905299295309723,0.7,0.691745333467359,0.000672508047944365,0.910482301055704,1.09831898856299,1,FALSE,0.426759456137322,0.0562608464065902,0.0092013123171043,0.840725432245035,0.0517696393587702
"101","(Intercept)",8650933.43949107,1799394155.41414,1.25781622389267,8650933.43949107,0.999827358080998,1799394155.41414,1.25781622389267,8650933.43949107,0.999827358080998,TRUE,1,0.75167897679579,NA,NA,0.0897752461737209,NA,NA,0.0897752461737209,0.351649814637192,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_178_1",3,178,1,1594,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"102","Total_Sales_B",-0.935329944091277,-369109255.836741,-0.258015515379702,0,0,-369109255.836741,-0.258015515379702,0,0,FALSE,1,0.75167897679579,NA,NA,0.0897752461737209,NA,NA,0.0897752461737209,0.351649814637192,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_178_1",3,178,1,1594,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"103","tv_A",12954.1005755348,156421.478288561,0.000109342065252704,766.771952394908,8.86192895571175e-05,156421.478288561,0.000109342065252704,766.771952394908,8.86192895571175e-05,TRUE,1,0.75167897679579,NA,NA,0.0897752461737209,NA,NA,0.0897752461737209,0.351649814637192,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_178_1",3,178,1,1594,2,120000,576.923076923077,825.742339968979,248.819263045902,3069.0905118336,0.3,0.548653968532951,5.31975688717824,1.30351231907134,0.767158073897165,1,FALSE,0.846622694016329,0.203970242526797,0,2.33911221077492,0.688898885471994
"104","web_A",15044.8334081841,128678.944308978,8.9949421775221e-05,726.999685361457,8.40226294451092e-05,128678.944308978,8.9949421775221e-05,726.999685361457,8.40226294451092e-05,TRUE,1,0.75167897679579,NA,NA,0.0897752461737209,NA,NA,0.0897752461737209,0.351649814637192,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_178_1",3,178,1,1594,2,280000,1346.15384615385,2046.86309030884,700.709244154996,0.118090352956614,0.7,0.451346031467049,8.77242621963415e-05,0.45956765824635,2.17595816863151,1,FALSE,0.426759456137322,0.0562608464065902,0.0092013123171043,0.840725432245035,0.0135154681100885
"105","(Intercept)",8651762.78253658,1799566658.7676,1.25793680754357,8651762.78253658,0.999845887108065,1799566658.7676,1.25793680754357,8651762.78253658,0.999845887108065,TRUE,1,0.751674260044256,NA,NA,0.0897760987908572,NA,NA,0.0897760987908572,0.286724972736085,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_184_7",3,184,7,1654,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"106","Total_Sales_B",-0.935685384615029,-369249523.330629,-0.258113565453371,0,0,-369249523.330629,-0.258113565453371,0,0,FALSE,1,0.751674260044256,NA,NA,0.0897760987908572,NA,NA,0.0897760987908572,0.286724972736085,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_184_7",3,184,7,1654,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"107","tv_A",10805.3389568003,127126.438369604,8.88641858627009e-05,623.168815537275,7.201685862754e-05,127126.438369604,8.88641858627009e-05,623.168815537275,7.201685862754e-05,TRUE,1,0.751674260044256,NA,NA,0.0897760987908572,NA,NA,0.0897760987908572,0.286724972736085,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_184_7",3,184,7,1654,2,120000,576.923076923077,797.218183757258,220.295106834181,2557.70913092988,0.3,0.502745172557214,4.43336249361179,1.05938698641337,0.943942122024336,1,FALSE,0.846622694016329,0.203970242526797,0,2.33911221077492,0.670747877724995
"108","web_A",14700.9998302105,125738.12465141,8.78937239362002e-05,710.384885036214,8.20960333079025e-05,125738.12465141,8.78937239362002e-05,710.384885036214,8.20960333079025e-05,TRUE,1,0.751674260044256,NA,NA,0.0897760987908572,NA,NA,0.0897760987908572,0.286724972736085,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_184_7",3,184,7,1654,2,280000,1346.15384615385,2046.86309030884,700.709244154996,0.115391524230524,0.7,0.497254827442786,8.57194179998178e-05,0.449064730897892,2.22685045427756,1,FALSE,0.426759456137322,0.0562608464065902,0.0092013123171043,0.840725432245035,0.0135154681100885
"109","(Intercept)",8660237.13522319,1801329324.12642,1.2591689495281,8660237.13522319,0.999939159434388,1801329324.12642,1.2591689495281,8660237.13522319,0.999939159434388,TRUE,1,0.751748753390072,NA,NA,0.0897626321570733,NA,NA,0.0897626321570733,0.603320922603452,0,5748.62624297389,0.0001760598522,20825168.3276808,1e-04,"3_190_8",3,190,8,1709,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"110","Total_Sales_B",-0.939772733072282,-370862513.652315,-0.259241081283904,0,0,-370862513.652315,-0.259241081283904,0,0,FALSE,1,0.751748753390072,NA,NA,0.0897626321570733,NA,NA,0.0897626321570733,0.603320922603452,0,5748.62624297389,0.0001760598522,20825168.3276808,1e-04,"3_190_8",3,190,8,1709,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"111","tv_A",3800.76035284903,74978.7803549728,5.241182210935e-05,367.543040955749,4.24377154679124e-05,74978.7803549728,5.241182210935e-05,367.543040955749,4.24377154679124e-05,TRUE,1,0.751748753390072,NA,NA,0.0897626321570733,NA,NA,0.0897626321570733,0.603320922603452,0,5748.62624297389,0.0001760598522,20825168.3276808,1e-04,"3_190_8",3,190,8,1709,2,120000,576.923076923077,772.95773878692,196.034661863843,216.652279760013,0.3,0.726612315604625,0.375530618250689,0.624823169624773,1.60045281387458,4,FALSE,0.640195053498724,0.128861388967092,0,1.65040411808017,0.701012067464325
"112","web_A",3781.62833166438,28210.7455376372,1.9719933689115e-05,159.382743150493,1.84028501443735e-05,28210.7455376372,1.9719933689115e-05,159.382743150493,1.84028501443735e-05,TRUE,1,0.751748753390072,NA,NA,0.0897626321570733,NA,NA,0.0897626321570733,0.603320922603452,0,5748.62624297389,0.0001760598522,20825168.3276808,1e-04,"3_190_8",3,190,8,1709,2,280000,1346.15384615385,1667.75477168192,321.600925528075,1.23872975828192,0.7,0.273387684395375,0.000920199249009426,0.100752662634419,9.92529600561032,4,FALSE,0.284915539365036,0.0340472550442729,0.0190499951302657,0.553988303140476,0.0106815730849291
"113","(Intercept)",8648014.0156407,1798786915.25327,1.25739174961957,8648014.0156407,0.999764291271927,1798786915.25327,1.25739174961957,8648014.0156407,0.999764291271927,TRUE,1,0.751699361819831,NA,NA,0.0897715612096213,NA,NA,0.0897715612096213,0.492751247656208,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_191_4",3,191,4,1714,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"114","Total_Sales_B",-0.934069073317391,-368611678.403242,-0.257667697773085,0,0,-368611678.403242,-0.257667697773085,0,0,FALSE,1,0.751699361819831,NA,NA,0.0897715612096213,NA,NA,0.0897715612096213,0.492751247656208,0,6244.30272993538,0.0001998640324,20825168.3276808,1e-04,"3_191_4",3,191,4,1714,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
