DATE,TP_LUMINOUS_SALES_VALUE,TV_LUMINOUS_SPEND,GL_LUMINOUS_SPEND,FB_LUMINOUS_SPEND,DV_LUMINOUS_SPEND,TV_LUMINOUS_TRP,GL_LUMINOUS_IMPRESSIONS,FB_LUMINOUS_IMPRESSIONS,DV_LUMINOUS_IMPRESSIONS,TP_LUMINOUS_AVG_PRICE,TP_COLGATE_NOAD_AVG_PRICE,TP_COMPETITORS_AVG_PRICE,TP_COMPETITORS_SALES_VALUE
2020-07-20,7493881.175033748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.5039669957895,125.1958833674277,193.6325831420996,20282045.041907117
2020-07-27,8320520.992092788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.6505238416033,127.69034435143132,196.6482807887813,22917784.09270523
2020-08-03,7730253.079771996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.80952067527835,128.6365958471377,193.6327502106227,21354207.015241496
2020-08-10,8240441.119169816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.30193904247034,127.77801718494987,200.7582800752321,20767038.93231368
2020-08-17,7966781.014986336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.89253625785113,130.09579829322666,204.42533750784057,20936220.9206922
2020-08-24,8217735.958684236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.009974636803,125.5561514107509,207.70884571057596,20425464.91506952
2020-08-31,8776763.0563993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.2069935634211,126.98806482488908,206.7032168241044,22841739.009342737
2020-09-07,7260870.950233191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.946684531738,128.33266784581224,228.08197391200048,18377248.99300281
2020-09-14,8340097.870606929,0.0,483655.0,0.0,0.0,0.0,15837383.0,0.0,0.0,304.41646264126325,126.96113996757802,236.79506345580344,19615156.030772604
2020-09-21,7588962.104678154,0.0,927312.0,140906.0,0.0,0.0,34859988.0,9654682.0,0.0,297.2333583260232,122.42704945708827,238.23767280038163,17938343.873046804
2020-09-28,9868134.0239048,0.0,1028052.0,188834.0,0.0,0.0,35127354.0,23991599.0,0.0,301.0321192720255,127.98812781516074,217.070697625693,23799414.068487477
2020-10-05,8406450.096443295,0.0,0.0,256582.0,0.0,0.0,0.0,31048866.0,0.0,298.54570723082844,131.31422591617408,235.31044169217188,18783656.076414045
2020-10-12,10496843.877740204,0.0,296225.0,220759.0,0.0,0.0,14180982.0,28683471.0,0.0,294.1528326679166,129.20808138939367,229.25687054399327,21211304.15010196
2020-10-19,8748242.897041142,0.0,720657.0,221485.0,0.0,0.0,32741742.0,18649236.0,0.0,288.45433033586363,131.18191295898333,230.79155826727083,19076307.06339749
2020-10-26,10012675.072811544,0.0,814904.0,107694.0,0.0,0.0,30975107.0,4251836.0,0.0,286.0600837800779,130.16324327731928,218.52738062023255,21547236.965598423
2020-11-02,9932298.13093692,0.0,170190.0,0.0,0.0,0.0,9506416.0,0.0,0.0,288.8135535022632,133.01310825953573,235.4460480239802,21554614.858731396
2020-11-09,9990786.900176669,0.0,232347.0,13399.0,0.0,0.0,12234255.0,371326.0,0.0,286.5399041990444,129.40195051840638,230.1725658942872,20853173.94854827
2020-11-16,9587500.925064089,0.0,295746.0,64022.0,0.0,0.0,14389095.0,1624020.0,0.0,282.57540225426936,130.7162075732228,225.69002544637684,20840894.044411834
2020-11-23,9365797.02129215,0.0,365176.0,104878.0,0.0,0.0,18640459.0,2506992.0,0.0,284.6833317291593,125.20775334133248,226.00247415040064,20192642.92877447
2020-11-30,9876999.950766563,0.0,40178.0,0.0,0.0,0.0,1729082.0,0.0,0.0,296.1974405751307,129.03453002680658,223.24788811247183,22601616.030486185
2020-12-07,8847395.074009895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.6467272628743,128.2546906769183,209.99134802017824,21239155.005146638
2020-12-14,10770071.042597294,0.0,0.0,106390.0,0.0,0.0,0.0,3060018.0,0.0,289.71273639454125,128.4941507089602,209.1023597199221,25190143.07684824
2020-12-21,8553778.974317014,0.0,0.0,33872.0,0.0,0.0,0.0,1026234.0,0.0,293.59117723758743,129.61242050208244,220.98383680579977,20084337.014300283
2020-12-28,8794836.942665279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.67446478942657,129.75224227081074,219.5877915732026,20925398.88920961
2021-01-04,9016283.07852149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.5427688781914,131.33308750070933,221.453296964595,22415060.042768016
2021-01-11,9442228.035509586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.1454821282017,130.54332895095305,223.11832380749829,22243335.05398361
2021-01-18,7861884.042352438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.83158979029747,131.4655840701349,231.11224251414475,20057075.9983724
2021-01-25,8614628.039818257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.1073636346547,128.73988527363363,224.7220179116967,21726573.927058373
